Date,,,,,,,Qty,Frac,Item,Unit,Cals,Carb,Fib.
,,,,,,,,2,Banana,55,103,23.2,1.1
,,,,,,,,,Yoghurt,110,98,12.6,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,100,,"Pasta, dry",1,354,73,2.7
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
,,,,,,,,,Pitta bread,56,241,42.3,
08/10/20,,,,,,,2,,"Bread, wholemeal, nuts and seeds",40,269,37.1,6.4
,,,,,,,2,,"Eggs, fried",60,90,0.6,
,,,,,,,,2,"Baked beans, tin",415,66,9.5,3.6
,,,,,,,3,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,340,3,"Pasta, dry",1,354,73,2.7
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,2,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,,Yoghurt,110,98,12.6,
,,,,,,,,,"Pear, ripe and ready",130,43,10.9,1.6
09/10/20,,,,,,,,2,Apple,100,57,11.6,0
,,,,,,,,2,"Pear, ripe and ready",130,43,10.9,1.6
,,,,,,,,2,Nectarine,115,45,9,1.2
,,,,,,,,2,Banana,55,103,23.2,1.1
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Prawns,165,108,0.2,0
,,,,,,,,,Avocado,140,198,1.9,3.4
,,,,,,,,,"Toad in The Hole, (RYP)",350,295,23,
,,,,,,,0.25,,"Carrot cake, slice",372,379,54,
,,,,,,,,,Shortbread biscuit,100,100,11,
10/10/20,,,,,,,10,,Lurpak,1,516,0.4,0
,,,,,,,2,,"Bread, 50/50, slice",40.2,234,41.9,4.7
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,15,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,1.3,Tortelloni,300,181,24.8,
,,,,,,,,2.7,"Pesto, green",190,312,8.4,
,,,,,,,2,,Pancake rolls,55,154,4.3,
,,,,,,,,,Spare ribs,300,160,4,
,,,,,,,,,Chilli pepper prawns,300,216,15,
11/10/20,,,,,,,,,"Banana, small",45,103,23.2,1.1
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,,,Mushroom,19,16,0.1,
,,,,,,,150,,Cottage cheese,1,75,6.4,0.1
,,,,,,,60,,Coleslaw,1,181,5.4,1.5
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,50,,Lettuce,1,14,1.3,1.3
,,,,,,,,2,"Baked beans, tin",415,66,9.5,3.6
,,,,,,,1.3,,Gammon steak,200,158,1,0.6
,,,,,,,300,,New potatoes,1,81,17.5,1.6
,,,,,,,80,,Parsley sauce,1,73,9.9,0.2
,,,,,,,,,"Pineapple, slice",54,54,12.8,
,,,,,,,,,Yoghurt,110,98,12.6,
,,,,,,,,,"Pear, ripe and ready",130,43,10.9,1.6
12/10/20,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,3,M&S pasta salad,380,179,16.1,
,,,,,,,,4,M&S part-bake baguette,100,420,87.2,
,,,,,,,,,M&S meringue nest,12,388,91,
,,,,,,,,3,Strawberries,400,30,6,0
,,,,,,,500,,Home made salad,1,50,3.2,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
13/10/20,,,,,,,90,,"Goats cheese, french",1,291,1,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,14,,Butter,1,516,0.4,0
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,"Cappucino, syrup no sugar",268,41,4.9,
,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,3,Trout fillets,240,203,0.1,0.1
,,,,,,,,3,"Prawns, frozen",225,108,0.1,
,,,,,,,47,3,Butter,1,516,0.4,0
,,,,,,,400,3,Peas,1,85,10.8,5.6
,,,,,,,65,3,"Flour, plain",1,335,69.9,
,,,,,,,40,3,"Mashed potatoes, pellet",14,103,15,1
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
14/10/20,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Prawns,165,108,0.2,0
,,,,,,,,,Avocado,140,198,1.9,3.4
,,,,,,,,,Pitta bread,56,241,42.3,
,,,,,,,1.5,3,"Potato, large",320,107,22.6,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,0.5,,"Naan bread, pack of 2",260,316,46.6,
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,0.5,,"Halo Top, peanut butter",473,80,14,
15/10/20,,,,,,,,,"Banana, small",50,103,23.2,1.1
,,,,,,,1,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,5,,Butter,1,516,0.4,0
,,,,,,,1,,"Bread, granary",38,256,46.4,3.7
,,,,,,,,2,"Baked beans, tin",415,78,12.5,3.6
,,,,,,,0.42,,Cottage cheese,300,75,6.4,0.1
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,1.5,,Pitta bread,56,241,42.3,
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,2,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,,"Apples, braeburn",120,57,11.6,0
,,,,,,,,,"Pear, ripe and ready",130,43,10.9,1.6
16/10/20,,,,,,,2,,"Bread, granary",38,256,46.4,3.7
,,,,,,,150,,Tuna,1,113,0,0
,,,,,,,,,"Sausage roll, large",100,370,25,
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,"Pie, chicken & mushroom",226,210.2,15.7,
,,,,,,,,,"Chips, regular",311,236,28,
,,,,,,,,,Curry sauce,198,31.3,1.4,
17/10/20,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,80,,Rye bread,1,251,51,
,,,,,,,,,"Avocado, small",70,198,1.9,
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,102,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,76,,"Tomato, small",1,16,2.9,1
,,,,,,,134,,White cabbage,1,25,6,2.5
,,,,,,,,,"Olive oil, tsp",5,823,0,0
18/10/20,,,,,,,,,Porridge,27,370,59,9
,,,,,,,98,,Coop Berry Medley,1,56,12,
,,,,,,,50,,Rye bread,1,251,51,
,,,,,,,,,"Big soup, chicken & veg",400,50,7.4,
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,100,1,Parsnip,1,72,11.4,
,,,,,,,70,1,Carrots,1,41,9.6,2.8
,,,,,,,,3,Beef joint,300,178,0.1,
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,5,3,"Olive oil, tsp",5,823,0,0
,,,,,,,,,"Pear, ripe and ready",130,43,10.9,1.6
19/10/20,,,,,,,4,,"Bread, granary",38,256,46.4,3.7
,,,,,,,1,,"Ham, slice",34.5,110,1.7,0
,,,,,,,1,,"Chicken, slice",34.5,110,1.7,0.1
,,,,,,,1,,"Bacon, rasher",26,229.2,0,
,,,,,,,50,,Butter,1,516,0.4,0
,,,,,,,,,Pombears,15,598,64,
,,,,,,,10,,Grapes,3,75,17,0.7
,,,,,,,3,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,1,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,3,3,"Bacon, rasher",26,229.2,0,
,,,,,,,0.25,,"Rice, Basmati micro",250,168,30.5,1.4
20/10/20,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,2,,"Bacon, rasher",26,229.2,0,
,,,,,,,,,"Tomato, beef",200,20,3.1,1
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Fruit/veg juice,250,40,8.5,
,,,,,,,,,Quinoa nib bar,100,300,10.8,
,,,,,,,,,Plum,60,50,12.5,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,,,Goat's cheese/beetroot salad,135,106,4.5,
,,,,,,,50,,"Goats cheese, french",1,291,1,
21/10/20,,,,,,,,,"Banana, small",50,103,23.2,1.1
,,,,,,,,,Plum,60,50,12.5,
,,,,,,,,2,"Apples, braeburn",120,57,11.6,0
,,,,,,,90,,Raspberries,1,31,4.4,0
,,,,,,,,,Porridge,18,370,59,9
,,,,,,,160,,"Milk, skimmed",1,37,5.2,0
,,,,,,,,,"Soup, carrot/coriander",600,29,2.8,
,,,,,,,73,,Rye/buckwheat bread,1,251,51,
,,,,,,,4,3,Steaks,87.5,192,0.2,0.2
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,3,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,3,Olive oil,1,823,0,0
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,0.5,,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,0.5,,Cauliflower rice,300,32,2,
22/10/20,,,,,,,78,,Rye/buckwheat bread,1,251,51,
,,,,,,,50,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,,Waitrose beetroot/goats cheese salad,240,135,16.2,
,,,,,,,0.5,,"Lettuce, gem",150,14,1.3,
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,2,3,"Toad in The Hole, (RYP)",350,295,23,
,,,,,,,2,3,Leeks,166.7,27,2.8,
,,,,,,,100,3,Cabbage,1,32,3.9,
,,,,,,,2,3,Pak choi,100,22,1.9,
,,,,,,,20,2,Gravy granules,1,396,62.6,2.1
23/10/20,,,,,,,,,"Banana, small",50,103,23.2,1.1
,,,,,,,,,Plum,60,50,12.5,
,,,,,,,,,"Pear, ripe and ready",130,43,10.9,1.6
,,,,,,,,,Prawns,165,108,0.2,0
,,,,,,,,,"Avocado, large",140,198,1.9,
,,,,,,,,2,Smoked salmon slices,100,204,1.1,0
,,,,,,,15,,Mayonnaise,1,264,6,
,,,,,,,,,Waitrose Salmon/grains salad,220,123,11.2,
,,,,,,,0.8,,"Spare ribs, dry",300,286,0,
,,,,,,,5,,Duck pancakes,44,261.4,22.5,
,,,,,,,,4,Broccoli + garlic stir fry,100,82,12,
,,,,,,,3,,"Coffee, milk, sugar",100,49,8.2,
24/10/20,,,,,,,3,4,Broccoli + garlic stir fry,100,82,12,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,90,,"Goats cheese, french",1,291,1,
,,,,,,,102,,Lettuce iceberg,1,14,1.3,1.3
,,,,,,,80,,"Tomato, small",1,16,2.9,1
,,,,,,,,3,Cottage cheese,300,75,6.4,0.1
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,0.67,3,Coconut cream,200,685,14,0.2
,,,,,,,,3,Tinned tomatoes,400,24,3.5,
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,2,"Naan bread, pack of 2",260,289,49.5,
,,,,,,,,3,"Halo Top, peanut butter",473,80,14,
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,"Wine, rose",1,416,0.2,
25/10/20,,,,,,,,,"Ham, slice",34.5,110,1.7,0
,,,,,,,70,,Rye/buckwheat bread,1,251,51,
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,25,,Cheddar,1,416,0.2,0
,,,,,,,,8,Potatoes,1200,76,16,
,,,,,,,,4,Roast beef,945,128,0,
,,,,,,,2,3,Parsnip,100,72,11.4,
,,,,,,,2,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,1,4,Leeks,166.7,27,2.8,
,,,,,,,400,4,Cabbage,1,32,3.9,
,,,,,,,30,3,Gravy granules,1,396,62.6,2.1
,,,,,,,10,4,Carrots,50,41,9.6,2.8
,,,,,,,,,Chicken/vegetable broth,600,36,2.7,
,,,,,,,,,Pitta bread,56,241,42.3,
26/10/20,,,,,,,,,Sandwich,160,190,22.6,
,,,,,,,,,Crisps,35,525.7,50,
,,,,,,,4,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Burger,100,430,50,
,,,,,,,,,Chips,190,434,60,2.9
,,,,,,,,2,Cheesecake,226,451,45.4,
,,,,,,,,3,Tangfastics,160,346,80,
27/10/20,,,,,,,,2,Cheesecake,226,451,45.4,
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Goat's cheese/beetroot salad,135,106,4.5,
,,,,,,,,2,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,2,Trout fillets,240,203,0.1,0.1
,,,,,,,180,2,Cabbage,1,32,3.9,
,,,,,,,109,2,Pak choi,1,22,1.9,
,,,,,,,180,2,Peas,1,85,10.8,5.6
,,,,,,,225,,New potatoes,1,81,17.5,1.6
,,,,,,,10,,Lurpak,1,516,0.4,0
,,,,,,,0.5,,"Halo Top, peanut butter",473,80,14,
28/10/20,,,,,,,,,Porridge,18,370,59,9
,,,,,,,42,,"Apples, braeburn",1,57,11.6,0
,,,,,,,84,,Raspberries,1,31,4.4,0
,,,,,,,,2,Bacon + egg sandwich,100,398,35,
,,,,,,,,2,Egg sandwich,100,438,41,
,,,,,,,0.4,,Max paprika crisps,50,529,51.2,
,,,,,,,,,Belgian bun,100,345,61.4,
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,2,,"Coffee, milk, sugar (2)",100,49,12,
,,,,,,,,3,Mince,500,168,0.1,0
,,,,,,,,3,Pepper,150,32,7.6,1.4
,,,,,,,,3,Onion,250,34.8,7.8,1.5
,,,,,,,,3,"Chopped tomatoes, carton",400,20,3,0.9
,,,,,,,,3,"Red kidney beans, small tin",120,105,12.8,
,,,,,,,,3,"Garlic, very lazy, tsp",5,76,11.3,4.9
,,,,,,,20,3,Olive oil,1,823,0,0
,,,,,,,,3,Cauliflower rice,300,32,2,
29/10/20,,,,,,,100,,Rye/buckwheat bread,1,251,51,
,,,,,,,3,,"Ham, slice",34.5,110,1.7,0
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,1,,"Coffee, milk, sugar (2)",100,49,12,
,,,,,,,1,,Tassimo hot chocolate,215,56,9.5,
,,,,,,,0.5,,M&S part-bake baguette,100,420,87.2,
,,,,,,,,3,M&S Pasta chicken sweetcorn bacon,380,179,16.1,
,,,,,,,10,,Grapes,3,75,17,0.7
,,,,,,,,3,"Peaches, tinned in juice",411,48,11.2,0.9
,,,,,,,50,,M&S low fat dessert,1,128,20,0
,,,,,,,,3,Mince,500,168,0.1,0
,,,,,,,,3,Pepper,150,32,7.6,1.4
,,,,,,,,3,Onion,250,34.8,7.8,1.5
,,,,,,,,3,"Chopped tomatoes, carton",400,20,3,0.9
,,,,,,,,3,"Red kidney beans, small tin",120,105,12.8,
,,,,,,,,3,"Garlic, very lazy, tsp",5,76,11.3,4.9
,,,,,,,20,3,Olive oil,1,823,0,0
,,,,,,,,3,Cauliflower rice,300,32,2,
30/10/20,,,,,,,,,Baby gem lettuce,150,14,1.3,
,,,,,,,110,,Cucumber,1,15,3.6,0.5
,,,,,,,50,,Celery,1,16,3,1.6
,,,,,,,,,Prawns,165,108,0.2,0
,,,,,,,0.5,,"Avocado, large",140,198,1.9,
,,,,,,,0.5,,Smoked salmon slices,100,204,1.1,0
,,,,,,,153,3,Carrots,1,41,9.6,2.8
,,,,,,,165,3,Parsnip,1,72,11.4,
,,,,,,,125,3,Leeks,1,27,2.8,
,,,,,,,47,3,Celery,1,16,3,1.6
,,,,,,,,3,Onion,250,34.8,7.8,1.5
,,,,,,,286,3,Potatoes,1,81,17.5,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,,3,Gravy pot,28,190,33,
,,,,,,,75,3,Suet,1,816,10.7,
,,,,,,,150,3,"Flour, S/R",1,335,69.9,
,,,,,,,20,3,Gravy granules,1,396,62.6,2.1
,,,,,,,0.75,,"Halo Top, peanut butter",473,80,14,
31/10/20,,,,,,,,,Porridge,38.5,370,59,9
,,,,,,,64,,"Pear, ripe and ready",1,57,11.6,1.6
,,,,,,,44,,Raspberries,1,31,4.4,0
,,,,,,,,2,Giant couscous/feta salad,220,169,21.1,
,,,,,,,,,Baby gem lettuce,150,14,1.3,
,,,,,,,110,,Cucumber,1,15,3.6,0.5
,,,,,,,50,,Celery,1,16,3,1.6
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,3,Cottage cheese,300,75,6.4,0.1
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Tassimo caramel latte,310,26,2.3,
,,,,,,,50,,Baby gem lettuce,1,14,1.3,
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,45,,Celery,1,16,3,1.6
,,,,,,,50,,Cabbage,1,32,3.9,
,,,,,,,2,3,"Olive oil, tsp",5,823,0,0
01/11/20,,,,,,,73,,Rye/buckwheat bread,1,251,51,
,,,,,,,,,Soup carrot/coriander,600,29,2.8,
,,,,,,,60,,"Goats cheese, french",1,291,1,
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,15,,"Stuffing, sage & onion",1,119,22.3,1.7
,,,,,,,263,2,Carrots,1,41,9.6,2.8
,,,,,,,,2,Onion,240,34.8,7.8,1.5
,,,,,,,140,2,"Pepper, red",1,32,7.6,1.4
,,,,,,,,4,"chicken, roast",525,160,0.2,
,,,,,,,256,2,Parsnip,1,72,11.4,
,,,,,,,15,2,Gravy granules,1,396,62.6,2.1
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,120,2,Peas,1,85,10.8,5.6
,,,,,,,0.25,,"Halo Top, peanut butter",473,80,14,
02/11/20,,,,,,,1.5,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,10,,Grapes,3,75,17,0.7
,,,,,,,,3,Strawberries,250,30,6,0
,,,,,,,50,,M&S low fat dessert,1,128,20,0
,,,,,,,2,,"Bread, 50/50, slice",40.2,234,41.9,4.7
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,,,Pombears,15,598,64,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,50,,Baby gem lettuce,1,14,1.3,
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,45,,Celery,1,16,3,1.6
,,,,,,,50,,Cabbage,1,32,3.9,
,,,,,,,2,3,"Olive oil, tsp",5,823,0,0
03/11/20,,,,,,,71,,"Goats cheese, french",1,291,1,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,15,,Butter,1,516,0.4,0
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,,Garlic flatbread,200,363,49.4,
,,,,,,,1,,"Bread, 50/50, slice",50,234,41.9,4.7
,,,,,,,75,,Halloumi cheese,1,328,0.9,0
,,,,,,,,,"Soup, chicken/veg",600,36,2.7,
,,,,,,,0.33,,"Halo Top, peanut butter",473,80,14,
04/11/20,,,,,,,,,Porridge,38.5,370,59,9
,,,,,,,39,,"Apples, braeburn",1,57,11.6,0
,,,,,,,59,,Raspberries,1,31,4.4,0
,,,,,,,,,Goat's cheese/beetroot salad,135,106,4.5,
,,,,,,,30,,"Goats cheese, french",1,291,1,
,,,,,,,,2,Pesto Parmesan pasta,185,205,21.6,
,,,,,,,90,3,Broccoli,1,34,7,2.6
,,,,,,,80,3,Green beans,1,32,3.1,3.4
,,,,,,,0.33,3,Crème fraiche,300,295,3,
,,,,,,,4,3,Steaks,87.5,192,0.2,0.2
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,3,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,20,3,Olive oil,1,823,0,0
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
05/11/20,,,,,,,20,,"Pesto, green",1,312,8.4,
,,,,,,,60,,"Goats cheese, french",1,291,1,
,,,,,,,60,,"Tomato, small",1,20,3.1,1
,,,,,,,80,,Rye/buckwheat,1,251,51,
,,,,,,,,,"Pear, ripe and ready",120,43,10.9,1.6
,,,,,,,3,,"Orange, easy peeler",85,43,9.1,
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,3,Trout fillets,240,203,0.1,0.1
,,,,,,,,3,Onion,250,34.8,7.8,1.5
,,,,,,,,3,"Chopped tomatoes, carton",400,20,3,0.9
,,,,,,,,2,Prawns,165,108,0.2,0
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,20,3,Olive oil,1,823,0,0
06/11/20,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,15,,Butter,1,516,0.4,0
,,,,,,,1.75,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,2,Baked beans,415,78,12.5,3.6
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,6,3,"Bacon, rasher",26,229.2,0,
,,,,,,,100,,"Pasta, dry, wholewheat",1,342.2,65.8,
,,,,,,,0.33,,"Halo Top, peanut butter",473,80,14,
07/11/20,,,,,,,50,,Baby gem lettuce,1,14,1.3,
,,,,,,,50,,Cucumber,1,15,3.6,0.5
,,,,,,,50,,Celery,1,16,3,1.6
,,,,,,,50,,Cabbage,1,32,3.9,
,,,,,,,40,,Carrots,1,41,9.6,2.8
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,100,,Cottage cheese,1,75,6.4,0.1
,,,,,,,100,,Giant couscous/feta salad,1,169,21.1,
,,,,,,,5,,Olive oil,1,823,0,0
,,,,,,,100,,"Avocado, large",1,198,1.9,
,,,,,,,148,3,"Pepper, red",1,32,7.6,1.4
,,,,,,,38,3,Broccoli,1,34,7,2.6
,,,,,,,88,3,Green beans,1,32,3.1,3.4
,,,,,,,160,3,Onion,1,34.8,7.8,1.5
,,,,,,,115,3,Carrots,1,41,9.6,2.8
,,,,,,,20,3,Olive oil,1,823,0,0
,,,,,,,65,3,Sherry,1,143.3,6.7,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,10,3,Soy sauce,1,97,23,
,,,,,,,2,3,"Ginger, very lazy, tsp",1,21,12.1,
,,,,,,,1,3,"Garlic, very lazy, tsp",1,76,11.3,4.9
,,,,,,,2,3,Bare naked noodles,250,12,1,
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,0.67,,"Halo Top, peanut butter",473,80,14,
08/11/20,,,,,,,,,"Orange, with skin",120,47,12,
,,,,,,,,,"Banana, small",50,103,23.2,1.1
,,,,,,,,,"Apples, braeburn",100,57,11.6,0
,,,,,,,,,"Pear, ripe and ready",130,43,10.9,1.6
,,,,,,,,,Yoghurt,110,98,12.6,
,,,,,,,,,Soup carrot/coriander,600,29,2.8,
,,,,,,,50,,Cheddar,1,416,0.2,0
,,,,,,,,,Pitta bread,56,241,42.3,
,,,,,,,,,"Chips, takeaway small",200,239,30.5,2.2
,,,,,,,,,Cod in batter (half eaten),100,444,10,
09/11/20,,,,,,,2,,"Coffee, milk, sugar",100,49,12,
,,,,,,,,,"Baguette 6""",90,416,78,
,,,,,,,4,,"Bacon, rasher",26,229.2,0,
,,,,,,,,,Tomato ketchup,15,102,23.2,
,,,,,,,2,4,"Toad in The Hole, (RYP)",350,295,23,
,,,,,,,2,3,Leeks,166.7,27,2.8,
,,,,,,,200,3,Cabbage,1,32,3.9,
,,,,,,,2,3,Pak choi,70,22,1.9,
,,,,,,,20,2,Gravy granules,1,396,62.6,2.1
,,,,,,,10,3,Butter,1,516,0.4,0
10/11/20,,,,,,,,,"Bread, white crust",48,239,45.6,
,,,,,,,15,,Lurpak,1,516,0.4,0
,,,,,,,20,,Lemon curd,1,380,53.2,
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,4,,"Bread, 50/50",39,234,41.9,4.7
,,,,,,,10,,Lurpak,1,516,0.4,0
,,,,,,,0.5,,"Tea, milk, sugar",100,49,8,
,,,,,,,1,,Gammon steak,200,158,1,0.6
,,,,,,,210,,Jacket potatoes,1,81,17.5,
,,,,,,,80,,Parsley sauce,1,73,9.9,0.2
,,,,,,,1,,"Pineapple, slice",54,54,12.8,
,,,,,,,,,"Tangfastics, packet",160,346,80,
11/11/20,,,,,,,,,Goat's cheese/beetroot salad,135,106,4.5,
,,,,,,,25,,"Goats cheese, french",1,291,1,
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,90,,"Pasta, dry, wholewheat",1,342.2,65.8,
,,,,,,,,,Nectarine,80,45,9,1.2
12/11/20,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Soup carrot/coriander,600,29,2.8,
,,,,,,,45,,"Goats cheese, french",1,291,1,
,,,,,,,75,,Rye/buckwheat bread,1,251,51,
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,,3,Chorizo,75,338,1.1,0
,,,,,,,50,3,Green beans,1,32,3.1,3.4
,,,,,,,50,2,Peas,1,85,10.8,5.6
,,,,,,,,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,3,Cod loin fillets,125,98,0.2,0.2
,,,,,,,,3,Trout fillets,240,203,0.1,0.1
,,,,,,,,3,Prawns,165,108,0.2,0
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,,Nectarine,80,45,9,1.2
13/11/20,,,,,,,2.5,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,2,,"Bread, 50/50",39,234,41.9,4.7
,,,,,,,2,,"Bacon, rasher",26,229.2,0,
,,,,,,,45,3,"Mashed potatoes, pellet",14,103,15,1
,,,,,,,133,3,Parsnip,1,72,11.4,
,,,,,,,123,3,Carrots,1,41,9.6,2.8
,,,,,,,129,3,Onion,1,34.8,7.8,1.5
,,,,,,,,3,Mince,500,168,0.1,0
,,,,,,,245,3,Leeks,1,27,2.8,
,,,,,,,300,3,Cabbage,1,32,3.9,
,,,,,,,188,3,Pak choi,1,22,1.9,
,,,,,,,,3,"Sweetcorn, tin",165,77,11.8,2.5
