Date,,,,,,,Qty,Frac,Item,Unit,Cals,Carb,Fib.
,,,,,,,,,Soup carrot/coriander,600,29,2.8,
,,,,,,,4,,"Bread, white",37.5,234,41.9,4.7
,,,,,,,20,,Lurpak,1,516,0.4,0
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,3,Coconut Cream,250,219,4.5,0.2
,,,,,,,270,3,New potatoes,1,81,17.5,1.6
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Thai Curry paste,45,76,11.3,
12/12/20,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,3,,"Eggs, omelette",49.7,145,4.4,
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,20,,Cheddar,1,416,0.2,0
,,,,,,,,4,Strawberries,400,30,6,0
,,,,,,,2,3,Gammon steak,200,158,1,0.6
,,,,,,,1000,3,Jacket potato,1,76,16,1.8
,,,,,,,300,3,Parsley sauce,1,73,9.9,0.2
,,,,,,,70,2.5,Cabbage,1,32,3.9,
,,,,,,,1,3,Leeks,166.7,27,2.8,
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
13/12/20,,,,,,,,,Porridge,27,370,59,9
,,,,,,,40,,Blueberries,1,43,8.7,
,,,,,,,0.5,,Goat's cheese/beetroot salad,135,106,4.5,
,,,,,,,,5,Cottage cheese,300,75,6.4,0.1
,,,,,,,,3,Beef joint,500,178,0.1,
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,150,3,Carrot,1,41,9.6,2.8
,,,,,,,70,3,Parsnip,1,72,11.4,
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,70,2.5,Cabbage,1,32,3.9,
,,,,,,,100,2.5,Peas,1,85,10.8,5.6
,,,,,,,30,2,Gravy granules,1,396,62.6,2.1
,,,,,,,50,,vodka,1,231,0,
,,,,,,,50,,britvic cranberry juice,1,47,11,
,,,,,,,20,,sugar syrup,1,260,67,
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
14/12/20,,,,,,,,3,"Tuna, tin",160,113,0,0
,,,,,,,4,,"Bread, white",37.5,234,41.9,4.7
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,75,2,Pasta (dry),1,367.5,73.5,3.2
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
15/12/20,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,0.5,,Goat's cheese/beetroot salad,135,106,4.5,
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,100,,Cucumber,1,15,3.6,0.5
,,,,,,,3,,"Celery, stick",50,16,3,1.6
,,,,,,,320,3,Pasta (dry),1,367.5,73.5,3.2
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,6,3,"Bacon, rasher",26,229.2,0,
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,1.5,3,"Chopped tomatoes, tin",400,24,3.5,0.9
18/12/20,,,,,,,,,Lamb curry,227,102,5.2,
,,,,,,,,,Poppadom,5,371,62,
,,,,,,,,,Chapati,38,350,46,
,,,,,,,200,,"Rice, coconut",1,309,45,
,,,,,,,,2,peach,90,45,9,
,,,,,,,,,Tassimo caramel latte,310,26,2.3,
19/12/20,,,,,,,500,4,Oven chips,1,208,31,
,,,,,,,2,,Chicken mushroom pie,212,216,20.9,1.5
,,,,,,,70,3.5,Cabbage,1,32,3.9,
,,,,,,,2,4,Leeks,166.7,27,2.8,
,,,,,,,200,4,"Peas, frozen",1,85,10.8,5.6
,,,,,,,,,Smoked salmon slices,100,204,1.1,0
,,,,,,,6,,Ryvita Thins,6.94,401,70.8,5.2
20/12/20,,,,,,,6,,Elizabeth Shaw mint crisps,6.18,502,61,
,,,,,,,2,4,Gammon steak,200,158,1,0.6
,,,,,,,45,3,"Mashed potatoes, pellet",14,103,15,1
,,,,,,,1,,"Pineapple, slice",54,54,12.8,
,,,,,,,400,4,"Parsley sauce, inc milk",1,72,9.1,0.1
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
21/12/20,,,,,,,0.5,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,"Banana, small",60,103,23.2,1.1
,,,,,,,,4,Chicken breast fillets,640,137,0.2,0
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,224,4,Carrots,1,41,9.6,2.8
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,,4,Chickpeas,240,122,16.5,6.1
,,,,,,,3,4,"Rice, Basmati micro",250,168,30.5,1.4
22/12/20,,,,,,,6,,"Bacon, rasher",26,229.2,0,
,,,,,,,4,,"Bread, white",37.5,234,41.9,4.7
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,3,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,4,Red kidney beans,240,105,12.8,7.8
,,,,,,,1.5,,"Coffee, milk, sugar",100,49,8.2,
23/12/20,,,,,,,1.5,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,0.5,,"Bread, white",37.5,234,41.9,4.7
,,,,,,,20,,Chicken paste,1,170,0.1,2.9
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,110,,Pasta (dry),1,367.5,73.5,3.2
,,,,,,,5,,Ryvita Thins,7,401,70.8,5.2
,,,,,,,50,,"Goats cheese, french",1,291,1,
,,,,,,,10,,Lurpak,1,516,0.4,0
24/12/20,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,hula hoops,24,503,66,
,,,,,,,,,"Pear, conference",100,43,10.9,1.6
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,120,,New potatoes,1,81,17.5,1.6
,,,,,,,,,Custard pot,150,101,16.1,
,,,,,,,2,,L.C. pie,100,381,4.1,
03/01/21,,,,,,,330,3,Oven chips,1,208,31,
,,,,,,,2,3,Gammon steak,200,158,1,0.6
,,,,,,,2,,"Eggs, fried",60,90,0.6,
,,,,,,,100,2.5,Peas,1,85,10.8,5.6
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,600,,"Tonic, slimline",1,2,0,0
04/01/21,,,,,,,100,,"Wholemeal bread, seeded",1,269,37.1,4.7
,,,,,,,,,Lurpak,10,516,0.4,0
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,50,,Pasta (dry),1,367.5,73.5,3.2
,,,,,,,5,,"Jam, wild blackberry/apple",5,231,55.8,
07/01/21,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,3,Trout fillets,240,203,0.1,0.1
,,,,,,,3,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,5,,"Jam, wild blackberry/apple",5,231,55.8,
,,,,,,,3,,"Wholemeal bread, seeded",36,234,41.9,4.7
08/01/21,,,,,,,2,,"Wholemeal bread, seeded",40,269,37.1,4.7
,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,,,Lurpak,10,516,0.4,0
,,,,,,,5,,"Jam, wild blackberry/apple",5,231,55.8,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,1,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,3,Thai Curry paste,45,76,11.3,
,,,,,,,1,3,Chicken stock pot,28,95,3.4,
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Lentils,265,82,10.9,
10/01/21,,,,,,,0.75,,Soup carrot/coriander,600,29,2.8,
,,,,,,,2,,Pitta bread,56,241,42.3,
,,,,,,,1,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,330,3,Oven chips,1,208,31,
,,,,,,,120,,"Wholemeal bread, seeded",1,269,37.1,4.7
,,,,,,,2,,"Ham, slice",34.5,110,1.7,0
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,2,,Chicken mushroom pie,145,222,21.7,1.5
13/01/21,,,,,,,100,,Rye/buckwheat bread,1,251,51,
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,100,,salmon pate,1,273,7.5,
,,,,,,,3,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,90,4,Ground almonds,1,641,6.9,
,,,,,,,10,4,Coconut flour,1,352,16,
,,,,,,,2,4,Eggs,50,143,0.7,0
,,,,,,,150,4,"Milk, skimmed",1,37,5,0
,,,,,,,30,,Blueberries,1,43,8.7,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,80,,"Pasta wholemeal, dry",1,348,75,0
16/01/21,,,,,,,2,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,0.75,,Soup carrot/coriander,600,29,2.8,
,,,,,,,3,,"Bread, white",37.5,234,41.9,4.7
,,,,,,,40,,Cheddar,1,416,0.2,0
,,,,,,,2,,Chicken mushroom pie,212,216,20.9,1.5
,,,,,,,300,3,Oven chips,1,208,31,
,,,,,,,70,3.5,Cabbage,1,32,3.9,
,,,,,,,179,3.5,Pak choi,1,22,1.9,
,,,,,,,1.5,3,Leeks,166.7,27,2.8,
,,,,,,,80,2,Broccoli,1,32,3.9,2.6
17/01/21,,,,,,,3,,"Coffee, milk, sugar",100,49,8.2,
,,,,,,,5,,ryvita dark rye,10,342,66.5,
,,,,,,,70,,"Goats cheese, french",1,291,1,
,,,,,,,100,,macadamia nuts,1,772,5.3,
,,,,,,,,2.66,lamb steak,620,199,0.1,
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,70,3.5,Cabbage,1,32,3.9,
,,,,,,,1.5,3,Leeks,166.7,27,2.8,
,,,,,,,80,2,Broccoli,1,32,3.9,2.6
,,,,,,,30,2,Gravy granules,1,396,62.6,2.1
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
18/01/21,,,,,,,,,"coffee black, 3g sugar",100,18,3,
,,,,,,,1,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,,,Nectarine,100,45,9,1.2
,,,,,,,2,3,Gammon steak,200,158,1,0.6
,,,,,,,300,3,"Parsley sauce, inc milk",1,72,9.1,0.1
,,,,,,,10,3,Butter,1,516,0.4,0
,,,,,,,80,2,Broccoli,1,32,3.9,2.6
,,,,,,,200,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,24,2,"Mashed potatoes, pellet",14,103,15,1
19/01/21,,,,,,,4,,Porridge,27,370,59,9
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,,"Chips, takeaway small",300,239,30.5,2.2
,,,,,,,,,Cod in batter (half eaten),100,444,10,
,,,,,,,220,,pecans,1,704,5.8,
,,,,,,,480,,"Milk, skimmed",1,37,5,0
20/01/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,5,,ryvita dark rye,10,342,66.5,
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,66,,Smoked salmon slices,1,204,1.1,0
,,,,,,,40,,"Goats cheese, french",1,291,1,
,,,,,,,3,,Lurpak,10,516,0.4,0
,,,,,,,3,3,Bare naked noodles,250,12,1,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,10,3,Soy sauce,1,97,23,
,,,,,,,200,3,Sherry,1,143.3,6.7,
21/01/21,,,,,,,100,,Rye/buckwheat bread,1,251,51,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,60,,"Pasta, dry, wholewheat",1,342.2,65.8,
22/01/21,,,,,,,3,,"coffee black, 3g sugar",100,18,3,
,,,,,,,100,,macadamia nuts,1,772,5.3,
,,,,,,,3,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,30,4,Gravy granules,1,396,62.6,2.1
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Red kidney beans,240,105,12.8,7.8
,,,,,,,1,4,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,30,4,Gravy granules,1,396,62.6,2.1
,,,,,,,,4,Stock pot,28,95,3.4,0.9
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
24/01/21,,,,,,,2,4,Salmon fillets,120,267,0.2,0
,,,,,,,,4,Cod loin fillets,250,98,0.2,0.2
,,,,,,,1400,4,"Mashed potato, frozen",1,103,15,1
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,0.5,,"Halo Top, salted caramel",473,68,14,
25/01/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,4,3,"Bacon, rasher",26,229.2,0,
,,,,,,,500,3,"Pasta wholemeal, dry",1,348,75,0
26/01/21,,,,,,,135,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,6,Onion,240,34.8,7.8,1.5
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,,2,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,15,,salad,1,331,17.4,
,,,,,,,,,"Tuna, tin",160,113,0,0
,,,,,,,3,,After eight,8.6,431,73.9,
,,,,,,,1,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,10,,"Cherries, dried",1,328,77.9,2.5
27/01/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,90,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,1,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,100,,macadamia nuts,1,772,5.3,
28/01/21,,,,,,,3,,"coffee black, 3g sugar",100,18,3,
,,,,,,,62,,Ryvita Thins,1,401,70.8,5.2
,,,,,,,,,Smoked salmon slices,100,204,1.1,0
,,,,,,,25,,"Goats cheese, french",1,291,1,
,,,,,,,100,2,salmon pate,1,273,7.5,
,,,,,,,,,Lurpak,10,516,0.4,0
,,,,,,,,3,Beef steaks,350,192,0.2,0.2
,,,,,,,75,3,Green beans,1,32,3.1,3.4
,,,,,,,4,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,1.7,3,Onion,240,34.8,7.8,1.5
,,,,,,,0.4,3,Crème fraiche,300,295,3,
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
29/01/21,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
,,,,,,,300,3,Jacket potato,1,76,16,1.8
,,,,,,,200,3,Carrots,1,41,9.6,2.8
,,,,,,,0.5,3,Coconut block,200,685,14,
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,2.5,3,"Half sugar, half teaspoon",2,400,98.9,0
,,,,,,,,3,Thai Curry paste,54,76,11.3,
,,,,,,,,,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,2,Jude salted caramel ice cream,460,73,10.6,
30/01/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,2,3,Lamb steak,310,199,0.1,
,,,,,,,100,3,Cabbage,1,32,3.9,
,,,,,,,1,3,Leeks,166.7,27,2.8,
,,,,,,,,3,Mange tout/sweetcorn,200,62,5.9,
,,,,,,,200,3,Carrots,1,41,9.6,2.8
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,15,,Chocolate spoon lick,1,300,30,
,,,,,,,15,3,Butter,1,516,0.4,0
,,,,,,,2,,Oatflake choc crisp cake,100,250,12,
,,,,,,,56,,macadamia nuts,1,772,5.3,
01/02/21,,,,,,,3,,"coffee black, 3g sugar",100,18,3,
,,,,,,,2,3,Gammon steak,200,158,1,0.6
,,,,,,,2,,"Pineapple, slice",54,54,12.8,
,,,,,,,700,4,New potatoes,1,81,17.5,1.6
,,,,,,,2,3,Leeks,166.7,27,2.8,
,,,,,,,150,3,Cabbage,1,32,3.9,
,,,,,,,80,2,Broccoli,1,32,3.9,2.6
,,,,,,,50,3,Butter,1,516,0.4,0
,,,,,,,25,3,"Flour, plain",1,335,69.9,
,,,,,,,100,,"Milk, skimmed",1,37,5,0
,,,,,,,1,,Oatflake choc crisp cake,100,250,12,
03/02/21,,,,,,,3,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,,Macaroni cheese,375,156,15.9,
,,,,,,,90,,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,1,,Oatflake choc crisp cake,100,250,12,
04/02/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,2,3.5,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3.5,Onion,240,34.8,7.8,1.5
,,,,,,,,3.5,Pepper Orange,115,32,7.6,1.4
,,,,,,,,3.5,Cod loin fillets,250,98,0.2,0.2
,,,,,,,,3.5,Salmon fillet,120,267,0.2,0
,,,,,,,100,3.5,Green beans,1,32,3.1,3.4
,,,,,,,0.5,3.5,Chicken breast fillets,640,137,0.2,0
,,,,,,,1,3.5,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,,2,Jude salted caramel ice cream,460,73,10.6,
,,,,,,,2,,Oatflake choc crisp cake,100,250,12,
07/02/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,3,,ryvita dark rye,10,342,66.5,
,,,,,,,3,,Ryvita Thins,7,401,70.8,5.2
,,,,,,,100,2,salmon pate,1,273,7.5,
,,,,,,,66,,Smoked salmon slices,1,204,1.1,0
,,,,,,,25,,"Goats cheese, french",1,291,1,
,,,,,,,800,3,Oven chips,1,208,31,
,,,,,,,2,,Chicken mushroom pie,212,216,20.9,1.5
,,,,,,,100,3,Cabbage,1,32,3.9,
,,,,,,,2,3,Leeks,166.7,27,2.8,
,,,,,,,200,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,20,2,Gravy granules,1,396,62.6,2.1
08/02/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,,4,"chicken, roast",525,160,0.2,
,,,,,,,2,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,30,3,Butter,1,516,0.4,0
,,,,,,,100,3,Cheddar,1,416,0.2,0
,,,,,,,300,3,"Milk, skimmed",1,37,5,0
,,,,,,,30,3,"Flour, plain",1,335,69.9,
,,,,,,,75,3,Parsnip,1,72,11.4,
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,560,3,Cauliflower,1,25,5,
,,,,,,,120,2,Broccoli,1,32,3.9,2.6
,,,,,,,30,,"Stuffing, sage & onion",1,119,22.3,1.7
11/02/21,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,3,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,,3,Thai Curry paste,45,76,11.3,
,,,,,,,,3,Chickpeas,240,122,16.5,6.1
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,100,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Coconut Cream,250,219,4.5,0.2
,,,,,,,0.33,,"Halo Top, salted caramel",473,68,14,
12/02/21,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
,,,,,,,900,4,"Mashed potatoes, pellet",1,103,15,1
,,,,,,,,4,Beef mince,500,168,0.1,0
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,100,4,Green beans,1,32,3.1,3.4
,,,,,,,100,4,Peas,1,85,10.8,5.6
,,,,,,,,4,"Sweetcorn, tin",165,77,11.8,2.5
,,,,,,,3,4,Carrots,75,41,9.6,2.8
,,,,,,,1,4,"Stock pot, chicken",28,160,26,0.7
,,,,,,,10,4,Tomato puree,1,89,13.7,2.5
,,,,,,,150,3,Cabbage,1,32,3.9,
,,,,,,,1,3,Leeks,166.7,27,2.8,
,,,,,,,80,2,Broccoli,1,32,3.9,2.6
,,,,,,,100,,Cashew nuts,1,601,18.1,
,,,,,,,0.66,,"Halo Top, salted caramel",473,68,14,
13/02/21,,,,,,,6,,ryvita dark rye,10,342,66.5,
,,,,,,,50,,Smoked salmon slices,1,204,1.1,0
,,,,,,,100,2,salmon pate,1,273,7.5,
,,,,,,,,3,Beef steaks,500,192,0.2,0.2
,,,,,,,390,3,New potatoes,1,81,17.5,1.6
,,,,,,,,3,"Pepper, red",115,32,7.6,1.4
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,150,3,Carrots,1,41,9.6,2.8
,,,,,,,30,3,Gravy granules,1,396,62.6,2.1
,,,,,,,1,3,"Stock pot, chicken",28,160,26,0.7
,,,,,,,1.5,,"coffee black, 3g sugar",100,18,3,
,,,,,,,50,,"cherries, with stones",1,58,13.4,
,,,,,,,1,,"Pear, ripe and ready",100,43,10.9,1.6
,,,,,,,2,,Nectarine,115,45,9,1.2
16/02/21,,,,,,,40,,macadamia nuts,1,772,5.3,
,,,,,,,345,3,"Pasta wholemeal, dry",1,348,75,0
,,,,,,,,3,Beef mince,500,168,0.1,0
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,4,3,"Bacon, rasher",26,229.2,0,
,,,,,,,1,3,"Chopped tomatoes, tin",400,24,3.5,0.9
,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
17/02/21,,,,,,,100,,macadamia nuts,1,772,5.3,
,,,,,,,2,,"Sugar, teaspoons",4,400,99.9,0
,,,,,,,100,,Rye/buckwheat bread,1,251,51,
,,,,,,,100,4,salmon pate,1,273,7.5,
,,,,,,,,2,"Tomato, beef",200,20,3.1,1
,,,,,,,2,3,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Cod loin fillets,250,98,0.2,0.2
,,,,,,,2,3,Salmon fillets,120,267,0.2,0
,,,,,,,,2,Prawns,165,108,0.2,0
19/02/21,,,,,,,6,3,"Self-raising flour, ounce",28.4,335,69.9,3.7
,,,,,,,3,3,"Suet, ounce",28.4,816,10.7,
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,1,3,Parsnip,100,72,11.4,
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,75,3,"Peas, frozen",1,85,10.8,5.6
,,,,,,,2,3,Oxo cube,6,283,46.8,
,,,,,,,2,,"Sugar, tsp",4,400,99.9,0
,,,,,,,113,3,Clotted cream,1,586,2.3,
,,,,,,,2,,Small scone,70,343,45,
,,,,,,,2,3,"Potato, large",150,107,22.6,
,,,,,,,3,,"Jam strawberry conserve, tsp",10,297,78,
20/02/21,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
,,,,,,,7,,ryvita dark rye,10,342,66.5,
,,,,,,,100,2,salmon pate,1,273,7.5,
,,,,,,,1,,"Philadelphia Lite, mini",35,150,5.2,0.4
,,,,,,,66,,Smoked salmon slices,1,204,1.1,0
,,,,,,,50,,"Goats cheese, french",1,291,1,
,,,,,,,,3,Beef joint,500,178,0.1,
,,,,,,,1,3,Parsnip,100,72,11.4,
,,,,,,,150,3,Carrots,1,41,9.6,2.8
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,,3,Pepper Orange,115,32,7.6,1.4
,,,,,,,3,3,Leeks,166.7,27,2.8,
,,,,,,,180,3,Pak choi,1,22,1.9,
,,,,,,,3,,"Yorkshire pudding, small",18.3,248,41,2.8
,,,,,,,24,2,Gravy granules,1,396,62.6,2.1
,,,,,,,100,,macadamia nuts,1,772,5.3,
21/02/21,,,,,,,2,3,Gammon steak,200,158,1,0.6
,,,,,,,165,,New potatoes,1,81,17.5,1.6
,,,,,,,150,3,Cabbage,1,32,3.9,
,,,,,,,80,2,Broccoli,1,32,3.9,2.6
,,,,,,,100,3,Green beans,1,32,3.1,3.4
,,,,,,,30,3,Butter,1,516,0.4,0
,,,,,,,2,,"coffee black, 3g sugar",100,18,3,
,,,,,,,45,3,"Flour, plain",1,335,69.9,
,,,,,,,40,3,Butter,1,516,0.4,0
,,,,,,,313,3,"Milk, skimmed",1,37,5,0
,,,,,,,2,,Small scone,70,343,45,
,,,,,,,15,,Lurpak,1,516,0.4,0
,,,,,,,1.5,,"Jam strawberry conserve, tsp",10,297,78,
,,,,,,,10,,Dairy Milk,1,526,57.5,2.4
,,,,,,,2,,Fudge piece,10,451,74.9,
22/02/21,,,,,,,4,,ryvita dark rye,10,342,66.5,
,,,,,,,33,,Smoked salmon slices,1,204,1.1,0
,,,,,,,100,2,salmon pate,1,273,7.5,
,,,,,,,250,,Salt+pepper king prawns,1,216.3,15.3,0
,,,,,,,3,,Mini veggie spring rolls,48,184,25,
,,,,,,,2,,Chinese steamed buns,100,99,17.4,
,,,,,,,6,,Thai filo prawns,100,28,3,
23/02/21,,,,,,,150,,Rye/buckwheat bread,1,251,51,
,,,,,,,34,,Smooth Brussels pate,1,324,3.6,
,,,,,,,60,,Crunchy nut cereal,1,445,65,
,,,,,,,200,,"Milk, skimmed",1,37,5,0
,,,,,,,1,,"coffee black, 3g sugar",100,18,3,
,,,,,,,2,4,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,4,Red kidney beans,240,105,12.8,7.8
,,,,,,,,4,Pepper Orange,115,32,7.6,1.4
,,,,,,,,4,Onion,240,34.8,7.8,1.5
,,,,,,,,4,Beef mince,500,168,0.1,0
26/02/21,,,,,,,1.5,,"coffee black, 3g sugar",100,18,3,
,,,,,,,1,1,"Rice, Basmati micro",250,168,30.5,1.4
,,,,,,,,3,Chicken breast fillets,640,137,0.2,0
,,,,,,,550,3,New potatoes,1,81,17.5,1.6
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,120,3,Carrots,1,41,9.6,2.8
,,,,,,,66,3,Green beans,1,32,3.1,3.4
,,,,,,,,3,Thai Curry paste,50,76,11.3,
,,,,,,,,3,Coconut milk,400,74,2.9,
,,,,,,,100,,pecans,1,704,5.8,
27/02/21,,,,,,,4,3,"Mushroom, large",75,16,0.1,1.1
,,,,,,,,3,Beef steaks,500,192,0.2,0.2
,,,,,,,,3,Onion,240,34.8,7.8,1.5
,,,,,,,5,,ryvita dark rye,10,342,66.5,
,,,,,,,100,,Smoked salmon slices,1,204,1.1,0
,,,,,,,100,,salmon pate,1,273,7.5,
